"","GEOID","NAME","variable","estimate","moe","concept","label"
"146","23005","Cumberland County, Maine","B08603_012",7006,505,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"147","23005","Cumberland County, Maine","B08603_013",2500,346,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"148","23007","Franklin County, Maine","B08601_001",13107,542,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"149","23007","Franklin County, Maine","B08601_002",11199,589,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"150","23007","Franklin County, Maine","B08601_003",9841,521,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"151","23007","Franklin County, Maine","B08601_004",1358,277,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"152","23007","Franklin County, Maine","B08601_005",1038,221,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"153","23007","Franklin County, Maine","B08601_006",110,61,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"154","23007","Franklin County, Maine","B08601_007",53,58,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"155","23007","Franklin County, Maine","B08601_008",6,9,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"156","23007","Franklin County, Maine","B08601_009",151,143,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"157","23007","Franklin County, Maine","B08601_010",6,8,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"158","23007","Franklin County, Maine","B08601_011",6,8,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"159","23007","Franklin County, Maine","B08601_012",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"160","23007","Franklin County, Maine","B08601_013",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"161","23007","Franklin County, Maine","B08601_014",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"162","23007","Franklin County, Maine","B08601_015",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"163","23007","Franklin County, Maine","B08601_016",5,7,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"164","23007","Franklin County, Maine","B08601_017",39,38,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"165","23007","Franklin County, Maine","B08601_018",32,34,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"166","23007","Franklin County, Maine","B08601_019",870,199,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"167","23007","Franklin County, Maine","B08601_020",63,48,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"168","23007","Franklin County, Maine","B08601_021",893,156,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"169","23007","Franklin County, Maine","B08602_001",12214,521,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"170","23007","Franklin County, Maine","B08602_002",640,161,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"171","23007","Franklin County, Maine","B08602_003",597,206,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"172","23007","Franklin County, Maine","B08602_004",759,156,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"173","23007","Franklin County, Maine","B08602_005",927,226,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"174","23007","Franklin County, Maine","B08602_006",1107,155,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"175","23007","Franklin County, Maine","B08602_007",1682,269,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"176","23007","Franklin County, Maine","B08602_008",1553,190,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"177","23007","Franklin County, Maine","B08602_009",1075,213,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"178","23007","Franklin County, Maine","B08602_010",730,150,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"179","23007","Franklin County, Maine","B08602_011",588,152,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"180","23007","Franklin County, Maine","B08602_012",189,55,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"181","23007","Franklin County, Maine","B08602_013",336,141,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"182","23007","Franklin County, Maine","B08602_014",1058,214,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"183","23007","Franklin County, Maine","B08602_015",973,215,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"184","23007","Franklin County, Maine","B08603_001",12214,521,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"185","23007","Franklin County, Maine","B08603_002",696,133,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"186","23007","Franklin County, Maine","B08603_003",2492,401,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"187","23007","Franklin County, Maine","B08603_004",1882,385,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"188","23007","Franklin County, Maine","B08603_005",2125,345,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"189","23007","Franklin County, Maine","B08603_006",1246,159,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"190","23007","Franklin County, Maine","B08603_007",556,120,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"191","23007","Franklin County, Maine","B08603_008",1072,161,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"192","23007","Franklin County, Maine","B08603_009",241,59,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"193","23007","Franklin County, Maine","B08603_010",221,65,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"194","23007","Franklin County, Maine","B08603_011",951,184,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"195","23007","Franklin County, Maine","B08603_012",447,117,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"196","23007","Franklin County, Maine","B08603_013",285,102,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"197","23009","Hancock County, Maine","B08601_001",25018,695,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"198","23009","Hancock County, Maine","B08601_002",21460,725,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"199","23009","Hancock County, Maine","B08601_003",18003,595,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"200","23009","Hancock County, Maine","B08601_004",3457,490,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"201","23009","Hancock County, Maine","B08601_005",2732,389,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"202","23009","Hancock County, Maine","B08601_006",421,143,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"203","23009","Hancock County, Maine","B08601_007",262,175,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"204","23009","Hancock County, Maine","B08601_008",18,15,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"205","23009","Hancock County, Maine","B08601_009",24,28,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"206","23009","Hancock County, Maine","B08601_010",174,65,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"207","23009","Hancock County, Maine","B08601_011",109,53,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"208","23009","Hancock County, Maine","B08601_012",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"209","23009","Hancock County, Maine","B08601_013",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"210","23009","Hancock County, Maine","B08601_014",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"211","23009","Hancock County, Maine","B08601_015",65,36,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"212","23009","Hancock County, Maine","B08601_016",13,19,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"213","23009","Hancock County, Maine","B08601_017",35,25,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"214","23009","Hancock County, Maine","B08601_018",35,44,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"215","23009","Hancock County, Maine","B08601_019",1310,229,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"216","23009","Hancock County, Maine","B08601_020",177,64,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"217","23009","Hancock County, Maine","B08601_021",1814,273,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"218","23009","Hancock County, Maine","B08602_001",23204,710,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"219","23009","Hancock County, Maine","B08602_002",1488,169,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"220","23009","Hancock County, Maine","B08602_003",683,196,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"221","23009","Hancock County, Maine","B08602_004",1111,249,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"222","23009","Hancock County, Maine","B08602_005",1720,293,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"223","23009","Hancock County, Maine","B08602_006",2855,322,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"224","23009","Hancock County, Maine","B08602_007",3583,333,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"225","23009","Hancock County, Maine","B08602_008",3672,366,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"226","23009","Hancock County, Maine","B08602_009",2446,262,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"227","23009","Hancock County, Maine","B08602_010",1488,262,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"228","23009","Hancock County, Maine","B08602_011",1390,221,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"229","23009","Hancock County, Maine","B08602_012",574,133,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"230","23009","Hancock County, Maine","B08602_013",204,72,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"231","23009","Hancock County, Maine","B08602_014",1203,203,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"232","23009","Hancock County, Maine","B08602_015",787,163,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"233","23009","Hancock County, Maine","B08603_001",23204,710,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"234","23009","Hancock County, Maine","B08603_002",1660,254,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"235","23009","Hancock County, Maine","B08603_003",2752,315,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"236","23009","Hancock County, Maine","B08603_004",4065,364,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"237","23009","Hancock County, Maine","B08603_005",3051,256,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"238","23009","Hancock County, Maine","B08603_006",2880,315,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"239","23009","Hancock County, Maine","B08603_007",1201,203,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"240","23009","Hancock County, Maine","B08603_008",2453,283,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"241","23009","Hancock County, Maine","B08603_009",525,117,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"242","23009","Hancock County, Maine","B08603_010",881,147,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"243","23009","Hancock County, Maine","B08603_011",1910,226,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"244","23009","Hancock County, Maine","B08603_012",1316,250,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"245","23009","Hancock County, Maine","B08603_013",510,114,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"246","23011","Kennebec County, Maine","B08601_001",60368,1330,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"247","23011","Kennebec County, Maine","B08601_002",54318,1263,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"248","23011","Kennebec County, Maine","B08601_003",48847,1306,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"249","23011","Kennebec County, Maine","B08601_004",5471,552,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"250","23011","Kennebec County, Maine","B08601_005",4327,514,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"251","23011","Kennebec County, Maine","B08601_006",679,168,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"252","23011","Kennebec County, Maine","B08601_007",127,62,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"253","23011","Kennebec County, Maine","B08601_008",106,84,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"254","23011","Kennebec County, Maine","B08601_009",232,133,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"255","23011","Kennebec County, Maine","B08601_010",73,42,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"256","23011","Kennebec County, Maine","B08601_011",61,41,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"257","23011","Kennebec County, Maine","B08601_012",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"258","23011","Kennebec County, Maine","B08601_013",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"259","23011","Kennebec County, Maine","B08601_014",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"260","23011","Kennebec County, Maine","B08601_015",12,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"261","23011","Kennebec County, Maine","B08601_016",265,165,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"262","23011","Kennebec County, Maine","B08601_017",41,34,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"263","23011","Kennebec County, Maine","B08601_018",81,56,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"264","23011","Kennebec County, Maine","B08601_019",2306,361,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"265","23011","Kennebec County, Maine","B08601_020",512,263,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"266","23011","Kennebec County, Maine","B08601_021",2772,392,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"267","23011","Kennebec County, Maine","B08602_001",57596,1237,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"268","23011","Kennebec County, Maine","B08602_002",2915,360,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"269","23011","Kennebec County, Maine","B08602_003",1817,376,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"270","23011","Kennebec County, Maine","B08602_004",1793,284,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"271","23011","Kennebec County, Maine","B08602_005",4142,431,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"272","23011","Kennebec County, Maine","B08602_006",6809,515,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"273","23011","Kennebec County, Maine","B08602_007",8980,608,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"274","23011","Kennebec County, Maine","B08602_008",10098,729,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"275","23011","Kennebec County, Maine","B08602_009",6497,537,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"276","23011","Kennebec County, Maine","B08602_010",2733,304,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"277","23011","Kennebec County, Maine","B08602_011",2618,361,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"278","23011","Kennebec County, Maine","B08602_012",1359,221,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"279","23011","Kennebec County, Maine","B08602_013",624,179,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"280","23011","Kennebec County, Maine","B08602_014",3520,392,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"281","23011","Kennebec County, Maine","B08602_015",3691,436,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"282","23011","Kennebec County, Maine","B08603_001",57596,1237,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"283","23011","Kennebec County, Maine","B08603_002",2608,355,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"284","23011","Kennebec County, Maine","B08603_003",7366,531,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"285","23011","Kennebec County, Maine","B08603_004",8038,544,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"286","23011","Kennebec County, Maine","B08603_005",8542,619,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"287","23011","Kennebec County, Maine","B08603_006",7616,611,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"288","23011","Kennebec County, Maine","B08603_007",4774,540,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"289","23011","Kennebec County, Maine","B08603_008",6661,459,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"290","23011","Kennebec County, Maine","B08603_009",2147,310,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"291","23011","Kennebec County, Maine","B08603_010",1781,244,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"292","23011","Kennebec County, Maine","B08603_011",4179,362,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"293","23011","Kennebec County, Maine","B08603_012",2879,323,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"294","23011","Kennebec County, Maine","B08603_013",1005,200,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"295","23013","Knox County, Maine","B08601_001",21379,673,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"296","23013","Knox County, Maine","B08601_002",18970,688,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
