"","GEOID","NAME","variable","estimate","moe","concept","label"
"297","23013","Knox County, Maine","B08601_003",16911,669,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"298","23013","Knox County, Maine","B08601_004",2059,313,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"299","23013","Knox County, Maine","B08601_005",1719,325,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"300","23013","Knox County, Maine","B08601_006",218,76,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"301","23013","Knox County, Maine","B08601_007",57,35,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"302","23013","Knox County, Maine","B08601_008",51,49,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"303","23013","Knox County, Maine","B08601_009",14,15,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"304","23013","Knox County, Maine","B08601_010",62,42,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"305","23013","Knox County, Maine","B08601_011",40,40,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"306","23013","Knox County, Maine","B08601_012",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"307","23013","Knox County, Maine","B08601_013",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"308","23013","Knox County, Maine","B08601_014",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"309","23013","Knox County, Maine","B08601_015",22,12,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"310","23013","Knox County, Maine","B08601_016",86,60,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"311","23013","Knox County, Maine","B08601_017",16,22,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"312","23013","Knox County, Maine","B08601_018",62,49,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"313","23013","Knox County, Maine","B08601_019",837,211,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"314","23013","Knox County, Maine","B08601_020",91,41,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"315","23013","Knox County, Maine","B08601_021",1255,211,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"316","23013","Knox County, Maine","B08602_001",20124,695,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"317","23013","Knox County, Maine","B08602_002",1112,193,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"318","23013","Knox County, Maine","B08602_003",503,139,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"319","23013","Knox County, Maine","B08602_004",645,130,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"320","23013","Knox County, Maine","B08602_005",1467,266,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"321","23013","Knox County, Maine","B08602_006",2165,262,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"322","23013","Knox County, Maine","B08602_007",3272,369,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"323","23013","Knox County, Maine","B08602_008",2893,362,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"324","23013","Knox County, Maine","B08602_009",2460,328,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"325","23013","Knox County, Maine","B08602_010",1411,227,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"326","23013","Knox County, Maine","B08602_011",1174,262,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"327","23013","Knox County, Maine","B08602_012",367,96,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"328","23013","Knox County, Maine","B08602_013",240,99,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"329","23013","Knox County, Maine","B08602_014",1517,320,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"330","23013","Knox County, Maine","B08602_015",898,239,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"331","23013","Knox County, Maine","B08603_001",20124,695,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"332","23013","Knox County, Maine","B08603_002",1601,275,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"333","23013","Knox County, Maine","B08603_003",3523,336,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"334","23013","Knox County, Maine","B08603_004",3408,409,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"335","23013","Knox County, Maine","B08603_005",2944,376,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"336","23013","Knox County, Maine","B08603_006",2659,318,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"337","23013","Knox County, Maine","B08603_007",1406,272,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"338","23013","Knox County, Maine","B08603_008",1953,271,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"339","23013","Knox County, Maine","B08603_009",408,91,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"340","23013","Knox County, Maine","B08603_010",377,104,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"341","23013","Knox County, Maine","B08603_011",850,149,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"342","23013","Knox County, Maine","B08603_012",690,147,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"343","23013","Knox County, Maine","B08603_013",305,86,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"344","23015","Lincoln County, Maine","B08601_001",13330,589,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"345","23015","Lincoln County, Maine","B08601_002",11387,544,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"346","23015","Lincoln County, Maine","B08601_003",9988,514,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"347","23015","Lincoln County, Maine","B08601_004",1399,178,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"348","23015","Lincoln County, Maine","B08601_005",1143,163,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"349","23015","Lincoln County, Maine","B08601_006",177,75,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"350","23015","Lincoln County, Maine","B08601_007",37,36,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"351","23015","Lincoln County, Maine","B08601_008",16,23,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"352","23015","Lincoln County, Maine","B08601_009",26,26,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"353","23015","Lincoln County, Maine","B08601_010",16,14,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"354","23015","Lincoln County, Maine","B08601_011",6,9,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"355","23015","Lincoln County, Maine","B08601_012",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"356","23015","Lincoln County, Maine","B08601_013",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"357","23015","Lincoln County, Maine","B08601_014",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"358","23015","Lincoln County, Maine","B08601_015",10,11,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"359","23015","Lincoln County, Maine","B08601_016",5,7,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"360","23015","Lincoln County, Maine","B08601_017",3,6,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"361","23015","Lincoln County, Maine","B08601_018",49,38,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"362","23015","Lincoln County, Maine","B08601_019",508,158,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"363","23015","Lincoln County, Maine","B08601_020",94,54,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"364","23015","Lincoln County, Maine","B08601_021",1268,169,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"365","23015","Lincoln County, Maine","B08602_001",12062,576,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"366","23015","Lincoln County, Maine","B08602_002",561,151,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"367","23015","Lincoln County, Maine","B08602_003",586,158,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"368","23015","Lincoln County, Maine","B08602_004",521,141,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"369","23015","Lincoln County, Maine","B08602_005",1175,199,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"370","23015","Lincoln County, Maine","B08602_006",1263,226,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"371","23015","Lincoln County, Maine","B08602_007",1711,220,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"372","23015","Lincoln County, Maine","B08602_008",1679,291,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"373","23015","Lincoln County, Maine","B08602_009",1327,200,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"374","23015","Lincoln County, Maine","B08602_010",660,127,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"375","23015","Lincoln County, Maine","B08602_011",999,206,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"376","23015","Lincoln County, Maine","B08602_012",311,76,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"377","23015","Lincoln County, Maine","B08602_013",156,71,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"378","23015","Lincoln County, Maine","B08602_014",619,157,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"379","23015","Lincoln County, Maine","B08602_015",494,127,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"380","23015","Lincoln County, Maine","B08603_001",12062,576,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"381","23015","Lincoln County, Maine","B08603_002",886,191,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"382","23015","Lincoln County, Maine","B08603_003",1849,243,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"383","23015","Lincoln County, Maine","B08603_004",2132,306,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"384","23015","Lincoln County, Maine","B08603_005",1706,194,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"385","23015","Lincoln County, Maine","B08603_006",1360,189,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"386","23015","Lincoln County, Maine","B08603_007",811,171,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"387","23015","Lincoln County, Maine","B08603_008",1146,189,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"388","23015","Lincoln County, Maine","B08603_009",338,98,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"389","23015","Lincoln County, Maine","B08603_010",357,121,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"390","23015","Lincoln County, Maine","B08603_011",773,191,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"391","23015","Lincoln County, Maine","B08603_012",406,129,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"392","23015","Lincoln County, Maine","B08603_013",298,112,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"393","23017","Oxford County, Maine","B08601_001",18859,843,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"394","23017","Oxford County, Maine","B08601_002",16867,819,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"395","23017","Oxford County, Maine","B08601_003",14681,763,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"396","23017","Oxford County, Maine","B08601_004",2186,391,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"397","23017","Oxford County, Maine","B08601_005",1900,366,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"398","23017","Oxford County, Maine","B08601_006",214,106,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"399","23017","Oxford County, Maine","B08601_007",48,31,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"400","23017","Oxford County, Maine","B08601_008",4,6,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"401","23017","Oxford County, Maine","B08601_009",20,20,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"402","23017","Oxford County, Maine","B08601_010",82,85,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"403","23017","Oxford County, Maine","B08601_011",82,85,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"404","23017","Oxford County, Maine","B08601_012",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"405","23017","Oxford County, Maine","B08601_013",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"406","23017","Oxford County, Maine","B08601_014",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"407","23017","Oxford County, Maine","B08601_015",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"408","23017","Oxford County, Maine","B08601_016",122,111,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"409","23017","Oxford County, Maine","B08601_017",11,11,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"410","23017","Oxford County, Maine","B08601_018",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"411","23017","Oxford County, Maine","B08601_019",530,160,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"412","23017","Oxford County, Maine","B08601_020",102,46,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"413","23017","Oxford County, Maine","B08601_021",1145,136,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"414","23017","Oxford County, Maine","B08602_001",17714,846,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"415","23017","Oxford County, Maine","B08602_002",1031,166,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"416","23017","Oxford County, Maine","B08602_003",646,215,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"417","23017","Oxford County, Maine","B08602_004",1354,262,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"418","23017","Oxford County, Maine","B08602_005",1244,222,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"419","23017","Oxford County, Maine","B08602_006",2003,280,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"420","23017","Oxford County, Maine","B08602_007",2338,251,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"421","23017","Oxford County, Maine","B08602_008",2386,355,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"422","23017","Oxford County, Maine","B08602_009",1614,315,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"423","23017","Oxford County, Maine","B08602_010",921,200,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"424","23017","Oxford County, Maine","B08602_011",869,206,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"425","23017","Oxford County, Maine","B08602_012",506,149,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"426","23017","Oxford County, Maine","B08602_013",105,59,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"427","23017","Oxford County, Maine","B08602_014",1374,235,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"428","23017","Oxford County, Maine","B08602_015",1323,302,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"429","23017","Oxford County, Maine","B08603_001",17714,846,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"430","23017","Oxford County, Maine","B08603_002",828,164,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"431","23017","Oxford County, Maine","B08603_003",2598,365,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"432","23017","Oxford County, Maine","B08603_004",3337,388,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"433","23017","Oxford County, Maine","B08603_005",2400,323,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"434","23017","Oxford County, Maine","B08603_006",2033,310,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"435","23017","Oxford County, Maine","B08603_007",832,146,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"436","23017","Oxford County, Maine","B08603_008",1860,280,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"437","23017","Oxford County, Maine","B08603_009",781,231,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"438","23017","Oxford County, Maine","B08603_010",644,145,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"439","23017","Oxford County, Maine","B08603_011",1383,308,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"440","23017","Oxford County, Maine","B08603_012",719,155,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"441","23017","Oxford County, Maine","B08603_013",299,80,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"442","23019","Penobscot County, Maine","B08601_001",74418,1016,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"443","23019","Penobscot County, Maine","B08601_002",67405,1147,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"444","23019","Penobscot County, Maine","B08601_003",59623,1258,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"445","23019","Penobscot County, Maine","B08601_004",7782,614,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"446","23019","Penobscot County, Maine","B08601_005",6347,548,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"447","23019","Penobscot County, Maine","B08601_006",845,212,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
